u,i,r,t
2936,9459,4.0,1145318400
2936,733,3.0,1217030400
2936,1434,5.0,1139011200
2936,664,2.0,1104883200
2936,1850,4.0,1113523200
2936,380,3.0,1210550400
2936,6372,4.0,1244592000
2936,1442,4.0,1139616000
2936,282,2.0,1214956800
3268,57,5.0,1336694400
3268,1228,5.0,1219449600
3268,255,5.0,1336694400
3268,904,5.0,1113091200
3268,5504,5.0,1223164800
3268,2131,5.0,1336694400
3268,248,5.0,1210723200
3268,4004,5.0,1398124800
3268,1857,5.0,1386633600
3268,1786,5.0,1128643200
3268,4078,4.0,1208563200
3268,417,5.0,1259280000
3268,767,5.0,1224979200
3268,108,5.0,1124496000
3268,3640,5.0,1192406400
3268,7498,5.0,1307664000
3268,7116,5.0,1386374400
3268,469,5.0,1124496000
3268,3999,5.0,1336694400
3268,2600,5.0,1398124800
3268,9075,5.0,1277251200
3268,6203,5.0,1210809600
3268,2416,5.0,1132185600
3268,2072,5.0,1210636800
3268,3,5.0,1093910400
3268,7991,5.0,1336694400
3268,1977,5.0,1124496000
3268,1996,5.0,1386028800
3268,2535,5.0,1259971200
3268,4596,5.0,1210636800
3268,1227,5.0,1219276800
3268,4707,5.0,1268870400
2244,4971,3.0,1129075200
2244,6004,2.0,1166227200
2244,4019,3.0,1192406400
2244,48,3.0,1184630400
2244,3786,4.0,1267833600
2244,684,1.0,1213315200
2244,4472,4.0,1062892800
2244,8316,4.0,1135987200
2244,99,5.0,1244937600
2244,3606,4.0,1206057600
2244,9278,3.0,1273968000
2244,100,4.0,1209859200
2244,33,5.0,1330387200
2244,1341,3.0,1248825600
2244,457,4.0,1239840000
2244,288,4.0,1295308800
2244,358,4.0,1195948800
2244,485,5.0,1229299200
2244,181,5.0,1229817600
2244,5217,4.0,1086048000
2244,9937,3.0,1259366400
2244,138,3.0,1239580800
2244,4851,4.0,1266624000
2244,632,4.0,1231286400
2244,2153,2.0,1221955200
2244,476,4.0,1217376000
2244,2551,2.0,1316476800
2244,1093,3.0,1082764800
2244,343,4.0,1246406400
2244,3150,3.0,1273017600
2244,1011,3.0,1233964800
2244,2818,3.0,1043798400
1864,4380,5.0,1146441600
1864,4059,3.0,1190851200
1864,8,5.0,1165190400
1864,835,1.0,1153699200
1864,1279,5.0,1139270400
1864,437,4.0,1190937600
1864,207,5.0,1127088000
1864,4281,1.0,1082851200
1864,3807,2.0,1095984000
1864,506,1.0,1130716800
1864,17,5.0,1141776000
1864,4230,5.0,1154044800
1864,3,4.0,1125360000
1864,9861,5.0,1132531200
1864,10319,5.0,1205452800
1864,38,5.0,1162512000
1864,133,5.0,1145318400
1864,1691,4.0,1130803200
1864,2580,2.0,1134345600
1864,34,5.0,1141084800
1864,27,5.0,1137369600
1864,9823,1.0,1208822400
1864,121,1.0,1130803200
1864,7461,1.0,1193443200
4381,4859,5.0,1095724800
4381,1196,2.0,1086048000
4381,294,5.0,1088380800
4381,1395,5.0,1085097600
4381,189,5.0,1088380800
4381,1960,5.0,1057795200
4381,19,5.0,1082937600
4381,3,5.0,1094515200
1485,1170,1.0,1265068800
1485,746,4.0,1325376000
1485,271,5.0,1073952000
1485,6979,4.0,1021248000
1485,3871,4.0,1380412800
1485,308,4.0,1055116800
1485,3,5.0,1082851200
1485,8568,3.0,1386460800
1485,1873,4.0,1230422400
1485,1851,4.0,1274659200
1485,8790,3.0,1160006400
1485,3996,2.0,1271548800
1485,3162,2.0,1183766400
1485,5836,5.0,1285286400
1485,9505,4.0,1276041600
1485,1174,1.0,1357430400
1485,1563,1.0,1081209600
1485,486,4.0,1066089600
1485,4911,5.0,966124800
1485,585,3.0,1284768000
1485,3359,4.0,1266364800
1485,462,4.0,1265414400
1638,2970,3.0,1181952000
1638,2681,5.0,1186531200
1638,7503,4.0,1126137600
1638,2533,4.0,1189641600
1638,7692,5.0,1177891200
1638,3730,4.0,1386201600
1638,7956,5.0,1128470400
1638,650,3.0,1200441600
1638,4996,5.0,1272672000
1638,1234,1.0,1185148800
1638,318,5.0,1124841600
1638,10183,3.0,1125360000
1638,882,3.0,1218672000
1638,7333,5.0,1371081600
1638,3,5.0,1128384000
1638,6833,3.0,1131321600
1638,856,5.0,1126051200
1638,5191,4.0,1184889600
1638,3681,5.0,1179964800
1638,1085,5.0,1145404800
1638,293,3.0,1213488000
1638,3023,4.0,1132185600
1638,1777,2.0,1184630400
1638,3776,4.0,1127779200
1638,680,5.0,1125964800
1638,10139,3.0,1325894400
1638,1015,4.0,1402185600
1638,1802,5.0,1403654400
1638,2614,3.0,1203033600
1638,2284,4.0,1181865600
1638,1110,4.0,1132531200
1638,942,4.0,1125532800
1548,119,4.0,1133654400
1548,1183,1.0,1131494400
1548,19,5.0,1133654400
1548,2284,2.0,1128556800
1548,2439,5.0,1335744000
1548,3861,5.0,1131408000
1548,369,5.0,1146614400
1548,1750,2.0,1219968000
1548,4918,2.0,1241222400
1548,3,1.0,1127433600
1548,26,1.0,1205020800
1548,658,2.0,1157846400
1548,1552,5.0,1128124800
1548,8627,5.0,1128038400
1548,1089,1.0,1372291200
1548,50,5.0,1127260800
1548,1727,2.0,1142467200
1548,1163,4.0,1335744000
1548,1917,5.0,1127433600
1548,909,3.0,1238025600
1548,5425,3.0,1128211200
1548,1383,5.0,1131753600
1548,4672,1.0,1270684800
1548,719,4.0,1133740800
1548,34,5.0,1134432000
1548,1240,3.0,1155859200
1548,1129,5.0,1205020800
1548,43,5.0,1138492800
1548,133,3.0,1142726400
1548,1867,5.0,1131408000
1548,3203,5.0,1133308800
1548,953,3.0,1288137600
1593,8500,5.0,1387497600
1593,76,1.0,1361664000
1593,87,2.0,1362441600
1593,410,5.0,1371254400
1593,3082,2.0,1344902400
1593,5681,5.0,1401408000
1593,3121,5.0,1401408000
1593,172,5.0,1167350400
1593,714,1.0,1371945600
1593,336,2.0,1057104000
1593,3175,5.0,1387670400
1593,8702,2.0,1159747200
1593,333,5.0,1199664000
1593,1801,4.0,1129248000
1593,3,1.0,1090022400
1593,2518,3.0,1368489600
1593,5364,2.0,1097020800
1593,6,3.0,1371340800
1593,845,1.0,1214092800
1593,3244,3.0,1372377600
1593,1661,5.0,1090281600
1593,7450,3.0,1087603200
1593,4173,1.0,1175299200
1593,42,1.0,1102291200
1593,8311,5.0,1090972800
1593,527,5.0,1052265600
2311,1591,5.0,1073001600
2311,353,5.0,1132185600
2311,108,5.0,1147392000
2311,1409,4.0,1119484800
2311,940,4.0,1076544000
2311,83,3.0,1119830400
2311,156,3.0,1098921600
2311,2074,4.0,1001376000
2311,16,5.0,1116806400
2311,126,5.0,1235520000
2311,65,4.0,1000944000
2311,68,4.0,1114646400
2311,1022,5.0,1105920000
2311,366,3.0,1185580800
2311,265,5.0,1182816000
2311,47,5.0,1092873600
2311,89,4.0,1078876800
2311,1108,4.0,1007078400
2311,2569,5.0,1000944000
2311,12,5.0,1070323200
2311,4308,3.0,1005523200
2311,401,3.0,1101686400
2311,3,4.0,1084752000
2311,3206,2.0,1005609600
2311,252,4.0,1118966400
2311,121,3.0,1105315200
2311,21,4.0,1159747200
2311,630,4.0,1001980800
2311,86,4.0,1089936000
2311,139,4.0,1082592000
2311,248,5.0,1095033600
2311,1452,3.0,1137024000
3183,2817,5.0,1149379200
3183,3271,3.0,1154649600
3183,2353,3.0,1146182400
3183,9354,4.0,1152489600
3183,2538,5.0,1209600000
3183,162,4.0,1251072000
3183,2252,4.0,1151107200
3183,84,5.0,1260144000
3183,3,3.0,1109462400
3183,6484,3.0,1303430400
3183,10211,4.0,1404950400
3183,6033,4.0,1224201600
3183,3949,5.0,1212364800
3183,546,4.0,1156032000
3183,607,5.0,1166227200
3183,1401,4.0,1171324800
3183,6064,5.0,1152489600
3183,3433,4.0,1154044800
3183,3940,5.0,1251676800
3183,1262,4.0,1113696000
3183,2212,5.0,1213315200
3183,4617,4.0,1151280000
3183,9554,3.0,1152489600
3183,2793,5.0,1152662400
3183,344,4.0,1114819200
3183,5202,4.0,1302739200
3183,6025,5.0,1396569600
3183,2955,4.0,1284681600
3183,1355,4.0,1311120000
3183,3992,3.0,1303344000
3183,6412,4.0,1324425600
3183,2674,4.0,1128470400
3660,632,3.0,1216166400
3660,336,1.0,1305244800
3660,3866,1.0,1386288000
3660,6657,1.0,1341619200
3660,4192,5.0,1312934400
3660,2247,1.0,1346025600
3660,579,1.0,1266364800
3660,7551,4.0,1165363200
3660,1122,1.0,1185753600
3660,151,2.0,1081641600
3660,4,2.0,1130716800
3660,9463,5.0,1125878400
3660,5030,1.0,1305244800
3660,1266,1.0,1285718400
3660,4694,5.0,1352246400
3660,713,2.0,1220313600
3660,4598,3.0,1228089600
3660,556,1.0,1332979200
3660,2535,5.0,1383264000
3660,301,1.0,1377993600
3660,245,2.0,1121817600
3660,3,1.0,1332633600
3660,992,4.0,1332288000
3660,1514,1.0,1265241600
3660,5367,1.0,1125878400
3660,2057,1.0,1383609600
3660,138,3.0,1226620800
3836,83,5.0,1198627200
3836,192,4.0,1198627200
3836,1128,5.0,1236902400
3836,1381,5.0,1164585600
3836,3,5.0,1162080000
3836,1531,5.0,1164585600
3836,3436,4.0,1175299200
3285,597,4.0,1172966400
3285,1406,1.0,1041206400
3285,626,4.0,1065312000
3285,1105,2.0,1059436800
3285,1834,4.0,1105833600
3285,990,4.0,1132099200
3285,373,4.0,1104624000
3285,236,4.0,1114214400
3285,90,5.0,1059436800
3285,368,5.0,1057190400
3285,660,4.0,1133827200
3285,67,4.0,1132704000
3285,27,5.0,1135987200
3285,17,5.0,1122508800
3285,194,3.0,1102204800
3285,2658,3.0,1082073600
3285,272,2.0,1244332800
3285,2361,4.0,1113004800
3285,7935,4.0,1036886400
3285,715,4.0,1076716800
3285,231,4.0,1112832000
3285,180,4.0,1361664000
3285,3264,5.0,1125273600
3285,1063,5.0,1046563200
3285,239,4.0,1093305600
3285,1282,3.0,1113004800
3285,9141,4.0,1139443200
3285,2669,3.0,1118966400
3285,867,4.0,1039651200
3285,3,5.0,1078012800
3285,134,4.0,1067558400
3285,125,4.0,1057017600
2281,2327,5.0,1062460800
2281,3089,2.0,1090627200
2281,1700,2.0,1097280000
2281,42,2.0,1086393600
2281,1376,5.0,1051401600
2281,16,5.0,1116460800
2281,963,1.0,1050969600
2281,1812,4.0,1059955200
2281,925,5.0,1064361600
2281,23,5.0,1072137600
2281,3489,4.0,1063065600
2281,3,5.0,1078012800
2281,4,5.0,1118880000
2281,708,5.0,1050883200
2281,7863,2.0,1072569600
2281,54,1.0,1091404800
2281,34,2.0,1132704000
2281,2428,4.0,1117152000
2281,1772,3.0,1052352000
2281,13,4.0,1120089600
2281,78,5.0,1089072000
2281,1870,5.0,1051920000
2281,154,2.0,1196553600
2281,36,2.0,1142812800
2281,123,3.0,1093564800
2281,10061,2.0,1051920000
2281,4324,5.0,1051660800
2281,7743,5.0,1060041600
2281,268,5.0,1118102400
2281,415,3.0,1104796800
2281,1671,5.0,1125446400
2281,3873,5.0,1076803200
4152,1764,5.0,1094256000
4152,12,5.0,1067126400
4152,1058,3.0,1048896000
4152,3,5.0,1080950400
4152,94,3.0,1072483200
4152,3314,1.0,1080259200
4152,2815,5.0,1057104000
4152,1966,1.0,1139184000
4152,130,5.0,1066694400
4152,3766,5.0,1066867200
4152,69,4.0,1141084800
4152,393,4.0,1091404800
4152,3087,3.0,1137110400
4152,218,4.0,1046908800
4152,403,4.0,1088294400
4152,1142,2.0,1048809600
4152,1655,3.0,1072483200
4152,2653,5.0,1067126400
2023,3670,4.0,955670400
2023,27,5.0,1144195200
2023,5313,4.0,1296950400
2023,781,5.0,1237075200
2023,1050,4.0,1237507200
2023,762,5.0,1148947200
2023,8388,4.0,978048000
2023,3,5.0,1078099200
2023,1908,4.0,1204416000
2023,35,5.0,1099785600
2023,1507,3.0,1213747200
2023,4362,2.0,1214006400
2023,808,5.0,1172448000
2023,4987,3.0,1170460800
2023,2377,3.0,1259020800
2023,2338,3.0,1225152000
2023,3692,2.0,1250121600
2023,488,5.0,1223251200
2023,2062,4.0,1315180800
3898,1402,4.0,1092700800
3898,1351,1.0,1093392000
3898,942,1.0,1093824000
3898,1056,4.0,1091664000
3898,1595,1.0,1091404800
3898,6559,5.0,1090368000
3898,1031,2.0,1091404800
3898,2978,4.0,1092009600
3898,489,1.0,1090972800
3898,908,5.0,1092700800
3898,1157,2.0,1092268800
3898,3356,1.0,1174003200
3898,189,1.0,1091404800
3898,8792,5.0,1116979200
3898,4080,4.0,1090800000
3898,2704,1.0,1090886400
3898,459,5.0,1091404800
3898,1845,1.0,1091404800
3898,3528,1.0,1091145600
3898,3700,3.0,1091491200
3898,968,5.0,1090886400
3898,39,4.0,1091404800
3898,2751,3.0,1115337600
3898,281,3.0,1090972800
3898,271,4.0,1091404800
3898,4724,3.0,1091491200
3898,1094,1.0,1090540800
3898,960,3.0,1091491200
3898,1885,5.0,1091404800
3898,10184,1.0,1090972800
3898,730,2.0,1091491200
3898,345,3.0,1091491200
1262,1297,5.0,1134432000
1262,2170,4.0,1107388800
1262,275,4.0,1173052800
1262,641,3.0,1107734400
1262,163,4.0,1105920000
1262,1084,3.0,1133740800
1262,3413,5.0,1136764800
1262,8122,5.0,1120780800
1262,348,5.0,1119916800
1262,3,3.0,1104796800
1262,2816,5.0,1133740800
1262,1387,5.0,1105574400
1262,1624,5.0,1141603200
1262,56,4.0,1167264000
1262,2834,4.0,1135209600
1262,5371,4.0,1159833600
1262,332,3.0,1098662400
1262,9815,3.0,1196726400
1262,4022,2.0,1199836800
1262,14,5.0,1103241600
1262,680,3.0,1103587200
4428,3067,5.0,1303171200
4428,2002,3.0,1204675200
4428,4179,5.0,1293321600
4428,430,3.0,1248393600
4428,2993,4.0,1258934400
4428,5865,4.0,1293494400
4428,5602,4.0,1342051200
4428,534,5.0,1212624000
4428,480,3.0,1252281600
4428,2896,2.0,1224547200
4428,97,3.0,1208044800
4428,2105,1.0,1161475200
4428,5878,5.0,1342051200
4428,4814,1.0,1208390400
4428,4587,2.0,1229212800
4428,46,3.0,1282867200
4428,4843,2.0,1221177600
4428,7153,5.0,1345248000
4428,277,4.0,1304208000
4428,1668,3.0,1218326400
4428,321,3.0,1240272000
4428,742,4.0,1209081600
4428,2368,3.0,1210204800
4428,889,5.0,1207526400
4428,1209,2.0,1191110400
4428,939,4.0,1303516800
4428,5430,2.0,1229990400
4428,61,5.0,1250899200
4428,4541,4.0,1250121600
4428,2727,2.0,1207526400
4428,3354,4.0,1210896000
4428,561,5.0,1315008000
4360,2447,4.0,1172793600
4360,575,5.0,1158796800
4360,148,5.0,1168128000
4360,1042,5.0,1171929600
4360,544,4.0,1214352000
4360,7659,5.0,1128643200
4360,1729,4.0,1178841600
4360,3846,4.0,1194739200
4360,8667,3.0,1136505600
4360,2999,5.0,1166054400
4360,6502,4.0,1235088000
4360,1299,5.0,1159747200
4360,3,4.0,1128124800
4360,6847,3.0,1196294400
4360,554,5.0,1128729600
4360,2760,4.0,1128643200
4360,9091,4.0,1190419200
4360,504,4.0,1152748800
4360,3008,5.0,1172102400
4360,4604,4.0,1130889600
4360,5617,5.0,1141257600
4360,228,3.0,1137110400
4360,1227,5.0,1178841600
4360,6036,4.0,1136505600
4360,4424,5.0,1230336000
4360,7075,4.0,1141689600
4360,5581,5.0,1177632000
4360,2326,4.0,1128643200
4360,935,4.0,1167868800
4360,1888,5.0,1137196800
4360,133,4.0,1188777600
4360,101,5.0,1168041600
3027,1975,1.0,1385856000
3027,1865,4.0,1326672000
3027,1608,1.0,1317686400
3027,597,4.0,1347667200
3027,1392,1.0,1174953600
3027,7192,2.0,1328745600
3027,172,3.0,1201219200
3027,2022,5.0,1388275200
3027,3,1.0,1353628800
3027,2843,1.0,1322352000
3027,893,4.0,1388275200
3027,2335,2.0,1342310400
3027,1128,1.0,1299888000
4141,2550,1.0,1128816000
4141,8168,5.0,1124150400
4141,67,5.0,1120694400
4141,7341,5.0,1152057600
4141,3,5.0,1170633600
4141,5185,1.0,1162252800
4141,3403,5.0,1160524800
4141,1407,1.0,1147132800
4141,2250,1.0,1160524800
4141,6118,5.0,1109635200
4141,503,5.0,1121990400
4141,6186,5.0,1135296000
4141,1224,5.0,1175126400
4141,216,3.0,1174262400
4141,5962,5.0,1125273600
4141,7587,5.0,1061251200
4141,2349,4.0,1204416000
4141,7647,5.0,1225411200
4141,9252,5.0,1160956800
4141,265,5.0,1181520000
4141,8737,5.0,1125273600
4141,369,5.0,1167091200
4141,3691,1.0,1152403200
4141,2107,1.0,1216857600
4141,117,4.0,1180224000
4141,7602,5.0,1134691200
4141,5042,5.0,1134000000
4141,34,5.0,1154995200
4141,1245,5.0,1125619200
4141,8875,5.0,1133740800
4141,4326,5.0,1167091200
4141,402,5.0,1182124800
2232,162,4.0,1041465600
2232,935,3.0,1092700800
2232,885,4.0,1029456000
2232,268,4.0,1118188800
2232,223,2.0,1102377600
2232,1342,4.0,1067904000
2232,182,5.0,1104710400
2232,256,4.0,996969600
2232,1176,3.0,1126396800
2232,715,4.0,1047600000
2232,86,4.0,1024272000
2232,441,4.0,1174694400
2232,2248,5.0,1107648000
2232,5924,4.0,1046476800
2232,3146,2.0,1000944000
2232,588,4.0,1172188800
2232,152,4.0,1096416000
2232,78,5.0,1088726400
2232,323,3.0,1124928000
2232,75,3.0,1151625600
2232,976,2.0,997228800
2232,9258,5.0,995673600
2232,329,5.0,1184544000
2232,2209,4.0,1154217600
2232,865,3.0,1144886400
2232,1183,4.0,1130889600
2232,3784,5.0,1082332800
2232,443,4.0,1010361600
2232,3085,3.0,1099612800
2232,177,4.0,1002844800
2232,3807,4.0,1062720000
2232,5036,4.0,1147737600
4425,419,2.0,1157673600
4425,1777,2.0,983836800
4425,148,5.0,1116979200
4425,380,2.0,1121731200
4425,866,1.0,1240012800
4425,3,5.0,1116288000
4425,196,2.0,1115424000
4425,113,5.0,1154822400
4425,1807,5.0,948240000
4425,9970,2.0,1282780800
4425,8578,3.0,964483200
4425,4835,4.0,984182400
4425,65,4.0,971740800
4425,624,3.0,1156032000
4425,459,5.0,969062400
4425,470,3.0,965520000
4425,5809,2.0,1244505600
4425,7364,5.0,970358400
4425,16,4.0,1116460800
4425,883,2.0,1163980800
4425,515,2.0,1115856000
4425,1889,1.0,1166745600
4425,460,3.0,1204934400
4425,232,2.0,968976000
4425,5129,4.0,961804800
4425,400,4.0,1117584000
4425,3832,2.0,1203811200
4425,964,5.0,1083024000
4425,1505,5.0,961632000
4425,2797,5.0,987206400
4425,207,5.0,970358400
4425,597,1.0,1239667200
1735,4990,1.0,1149638400
1735,4563,3.0,1126828800
1735,1061,4.0,1154908800
1735,7235,1.0,1123200000
1735,12,3.0,1151107200
1735,798,5.0,1125446400
1735,869,5.0,1150588800
1735,6985,1.0,1156636800
1735,713,5.0,1155168000
1735,1099,4.0,1144540800
1735,561,1.0,1150588800
1735,2951,5.0,1156032000
1735,1062,4.0,1122681600
1735,415,3.0,1122940800
1735,764,4.0,1155340800
1735,510,2.0,1101513600
1735,29,5.0,1122854400
1735,617,5.0,1149897600
1735,3,5.0,1125360000
1735,31,5.0,1150329600
1735,8280,5.0,1156636800
1735,135,5.0,1151712000
1735,3546,1.0,1175990400
1735,1119,5.0,1161216000
1735,597,1.0,1175990400
1735,1011,4.0,1151798400
1735,6415,5.0,1152057600
1735,2216,2.0,1156032000
1735,2155,5.0,1156464000
1735,49,4.0,1180310400
1735,389,1.0,1149379200
1735,53,3.0,1148083200
4678,2520,5.0,1281657600
4678,126,5.0,1244851200
4678,5356,5.0,1305763200
4678,183,5.0,1219708800
4678,3641,1.0,1220140800
4678,3,5.0,1221350400
4678,102,1.0,1254960000
4678,2053,1.0,1260316800
4678,231,5.0,1219881600
4678,1136,5.0,1303084800
1400,1187,5.0,975369600
1400,700,4.0,1059350400
1400,3748,4.0,1095724800
1400,1144,5.0,1107907200
1400,83,4.0,1101168000
1400,2975,5.0,1281571200
1400,5044,2.0,1107216000
1400,3097,4.0,1095897600
1400,2692,3.0,1204502400
1400,3194,4.0,1232323200
1400,19,4.0,1082592000
1400,2288,4.0,1083715200
1400,3892,4.0,1217376000
1400,2589,2.0,1057017600
1400,5622,5.0,1291593600
1400,5326,3.0,974851200
1400,3027,2.0,1083283200
1400,1898,5.0,1085356800
1400,5239,4.0,1085356800
1400,123,3.0,1107216000
1400,1330,3.0,1109030400
1400,5760,1.0,1094688000
1400,512,2.0,1111190400
1400,1444,4.0,1083283200
1400,2397,4.0,1108252800
1400,4080,4.0,1085356800
1400,726,4.0,974764800
1400,7072,3.0,1084665600
1400,1299,4.0,1147046400
1400,8047,2.0,1058832000
1400,325,4.0,1095897600
1400,878,4.0,1082505600
3892,125,5.0,1024617600
3892,11,5.0,985824000
3892,3857,5.0,1003708800
3892,3,1.0,1079827200
3892,89,2.0,1070064000
3892,715,5.0,1059004800
3892,8388,2.0,991440000
3892,990,5.0,1113350400
3892,7,1.0,1219449600
3892,664,1.0,1037577600
3892,8793,5.0,1024185600
3892,1191,5.0,1010534400
3892,47,5.0,1020556800
3892,2107,5.0,1214870400
3892,1345,4.0,1034294400
3892,4129,5.0,1007942400
3892,2749,5.0,1380931200
3892,2323,4.0,1032739200
3892,469,5.0,1011916800
3892,1321,5.0,1000425600
3892,12,1.0,1063065600
3892,413,5.0,1107993600
3892,608,3.0,1006473600
3892,3797,2.0,1254873600
3892,1080,5.0,1023235200
3892,885,2.0,1028937600
3892,3694,5.0,1030147200
3892,288,1.0,1286064000
3892,3544,1.0,1392163200
3892,2699,2.0,1265328000
3892,764,2.0,1139616000
3892,1186,5.0,1117843200
7070,9112,1.0,1200009600
7070,4671,3.0,1176681600
7070,3219,4.0,1181433600
7070,67,2.0,1189814400
7070,1431,2.0,1189814400
7070,4354,3.0,1347148800
7070,559,4.0,1191456000
7070,3,2.0,1176681600
2302,630,4.0,1097280000
2302,65,5.0,1097107200
2302,5115,5.0,1097020800
2302,3370,4.0,1096848000
2302,1076,2.0,1097020800
2302,3,3.0,1099008000
2302,2971,4.0,1243296000
2302,502,5.0,1096761600
2302,117,3.0,1228521600
2302,123,3.0,1097452800
2302,196,3.0,1120608000
2302,5497,2.0,1097280000
2302,330,5.0,1096588800
2302,2769,4.0,1097366400
2302,949,4.0,1099094400
2302,2016,2.0,1096761600
2302,1312,5.0,1099612800
2302,506,3.0,1120608000
2302,863,2.0,1132272000
2302,1112,5.0,1069027200
2302,847,2.0,1096761600
2302,5579,2.0,1255737600
2302,374,4.0,1096761600
2302,53,3.0,1187049600
2302,884,3.0,1215475200
2302,347,5.0,1096761600
2302,287,5.0,1097193600
2302,905,3.0,1228176000
2302,67,2.0,1115078400
2302,1394,4.0,1096761600
2302,1477,2.0,1337904000
2302,4496,5.0,1097280000
4399,103,5.0,1231459200
4399,448,5.0,1221350400
4399,1245,5.0,1220918400
4399,5518,4.0,1220832000
4399,53,1.0,1216166400
4399,139,5.0,1216771200
4399,4046,5.0,1221696000
4399,3,5.0,1220918400
4399,3396,1.0,1216684800
4399,106,1.0,1216252800
4399,715,5.0,1216771200
4399,5110,5.0,1216771200
4399,5936,4.0,1216080000
4399,4315,2.0,1220832000
4399,60,5.0,1220918400
3774,2509,3.0,1365033600
3774,6,4.0,1370476800
